Country Code,Country Name,Income Group,Indicator Code,Indicator Name,Region,Year,Energy Consump.
ASM,American Samoa,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),East Asia & Pacific,1/1/2016,1.721400023
CHN,China,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),East Asia & Pacific,1/1/2016,12.589699745
FJI,Fiji,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),East Asia & Pacific,1/1/2016,27.668199539
MYS,Malaysia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),East Asia & Pacific,1/1/2016,4.431200027
MHL,Marshall Islands,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),East Asia & Pacific,1/1/2016,11.750800133
THA,Thailand,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),East Asia & Pacific,1/1/2016,22.431499481
TON,Tonga,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),East Asia & Pacific,1/1/2016,1.975999951
TUV,Tuvalu,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),East Asia & Pacific,1/1/2016,12.541899681
ASM,American Samoa,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),East Asia & Pacific,1/1/2017,2.898099899
CHN,China,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),East Asia & Pacific,1/1/2017,12.863599777
FJI,Fiji,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),East Asia & Pacific,1/1/2017,28.889299393
MYS,Malaysia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),East Asia & Pacific,1/1/2017,5.223499775
MHL,Marshall Islands,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),East Asia & Pacific,1/1/2017,11.752499580
THA,Thailand,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),East Asia & Pacific,1/1/2017,22.265800476
TON,Tonga,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),East Asia & Pacific,1/1/2017,1.483800054
TUV,Tuvalu,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),East Asia & Pacific,1/1/2017,10.014100075
ASM,American Samoa,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),East Asia & Pacific,1/1/2018,2.856600046
CHN,China,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),East Asia & Pacific,1/1/2018,13.123800278
FJI,Fiji,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),East Asia & Pacific,1/1/2018,27.871299744
MYS,Malaysia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),East Asia & Pacific,1/1/2018,5.310500145
MHL,Marshall Islands,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),East Asia & Pacific,1/1/2018,11.718199730
THA,Thailand,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),East Asia & Pacific,1/1/2018,23.723300934
TON,Tonga,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),East Asia & Pacific,1/1/2018,1.708899975
TUV,Tuvalu,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),East Asia & Pacific,1/1/2018,9.877699852
ALB,Albania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1995,50.609709577
ARM,Armenia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1995,9.274352707
AZE,Azerbaijan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1995,1.366840065
BLR,Belarus,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1995,2.527815888
BIH,Bosnia and Herzegovina,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1995,33.222966323
BGR,Bulgaria,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1995,3.106707196
GEO,Georgia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1995,46.394650912
KAZ,Kazakhstan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1995,1.575746043
MDA,Moldova,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1995,2.842618294
MKD,North Macedonia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1995,17.801817865
ROU,Romania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1995,8.602682922
RUS,Russian Federation,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1995,3.870681409
SRB,Serbia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1995,24.976084288
TUR,Turkey,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1995,22.098441953
TKM,Turkmenistan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1995,0.001971608
ALB,Albania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1996,51.636360558
ARM,Armenia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1996,12.473304373
AZE,Azerbaijan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1996,1.738902664
BLR,Belarus,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1996,3.101309874
BIH,Bosnia and Herzegovina,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1996,32.852673196
BGR,Bulgaria,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1996,3.546340551
GEO,Georgia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1996,42.753955742
KAZ,Kazakhstan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1996,1.633778692
MDA,Moldova,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1996,3.660394166
MKD,North Macedonia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1996,14.206939611
ROU,Romania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1996,11.923806987
RUS,Russian Federation,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1996,3.694525950
SRB,Serbia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1996,19.432284341
TUR,Turkey,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1996,21.243043736
TKM,Turkmenistan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1996,0.002466815
ALB,Albania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1997,55.953349416
ARM,Armenia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1997,10.120114390
AZE,Azerbaijan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1997,1.989848785
BLR,Belarus,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1997,3.393372875
BIH,Bosnia and Herzegovina,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1997,27.598257428
BGR,Bulgaria,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1997,3.809662787
GEO,Georgia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1997,44.363796047
KAZ,Kazakhstan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1997,1.671015281
MDA,Moldova,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1997,3.852072630
MKD,North Macedonia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1997,15.901210001
ROU,Romania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1997,15.745622154
RUS,Russian Federation,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1997,3.745987177
SRB,Serbia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1997,16.299053151
TUR,Turkey,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1997,20.841287635
TKM,Turkmenistan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1997,0.002127215
ALB,Albania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1998,49.983365443
ARM,Armenia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1998,9.380563414
AZE,Azerbaijan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1998,2.484381400
BLR,Belarus,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1998,3.640444439
BIH,Bosnia and Herzegovina,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1998,26.739146222
BGR,Bulgaria,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1998,5.889736549
GEO,Georgia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1998,47.528984029
KAZ,Kazakhstan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1998,1.536731318
MDA,Moldova,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1998,4.075334345
MKD,North Macedonia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1998,15.071378135
ROU,Romania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1998,16.275139218
RUS,Russian Federation,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1998,3.585032251
SRB,Serbia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1998,16.742922865
TUR,Turkey,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1998,21.634268947
TKM,Turkmenistan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1998,0.102890062
ALB,Albania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1999,42.718313409
ARM,Armenia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1999,8.358795379
AZE,Azerbaijan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1999,2.143936114
BLR,Belarus,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1999,3.975864008
BIH,Bosnia and Herzegovina,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1999,28.431077325
BGR,Bulgaria,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1999,6.627507829
GEO,Georgia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1999,49.663087419
KAZ,Kazakhstan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1999,1.788634985
MDA,Moldova,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1999,4.874368429
MKD,North Macedonia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1999,17.676812345
ROU,Romania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1999,17.733970521
RUS,Russian Federation,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1999,3.820848435
SRB,Serbia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1999,23.683359011
TUR,Turkey,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1999,20.555426249
TKM,Turkmenistan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/1999,0.089602038
ALB,Albania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2000,41.444999695
ARM,Armenia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2000,7.162899971
AZE,Azerbaijan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2000,2.065099955
BLR,Belarus,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2000,5.643700123
BIH,Bosnia and Herzegovina,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2000,19.352600098
BGR,Bulgaria,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2000,7.965300083
GEO,Georgia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2000,47.253101349
KAZ,Kazakhstan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2000,2.504499912
XKX,Kosovo,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2000,28.304399490
MDA,Moldova,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2000,5.722199917
MNE,Montenegro,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2000,0
MKD,North Macedonia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2000,19.378200531
ROU,Romania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2000,16.366899490
RUS,Russian Federation,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2000,3.496400118
SRB,Serbia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2000,22.094400406
TUR,Turkey,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2000,17.290100098
TKM,Turkmenistan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2000,0.094200000
ALB,Albania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2001,39.125301361
ARM,Armenia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2001,5.418000221
AZE,Azerbaijan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2001,1.752099991
BLR,Belarus,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2001,6.253900051
BIH,Bosnia and Herzegovina,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2001,20.273799896
BGR,Bulgaria,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2001,7.243500233
GEO,Georgia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2001,53.145801544
KAZ,Kazakhstan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2001,2.409499884
XKX,Kosovo,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2001,23.936800003
MDA,Moldova,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2001,5.597099781
MNE,Montenegro,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2001,0
MKD,North Macedonia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2001,15.170599937
ROU,Romania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2001,13.394200325
RUS,Russian Federation,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2001,3.620800018
SRB,Serbia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2001,19.553899765
TUR,Turkey,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2001,18.116899490
TKM,Turkmenistan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2001,0.093500003
ALB,Albania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2002,35.895801544
ARM,Armenia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2002,8.897299767
AZE,Azerbaijan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2002,2.351200104
BLR,Belarus,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2002,6.518899918
BIH,Bosnia and Herzegovina,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2002,21.214300156
BGR,Bulgaria,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2002,8.697299957
GEO,Georgia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2002,56.757099152
KAZ,Kazakhstan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2002,2.773099899
XKX,Kosovo,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2002,24.118000031
MDA,Moldova,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2002,5.827799797
MNE,Montenegro,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2002,0
MKD,North Macedonia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2002,14.633999825
ROU,Romania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2002,14.401000023
RUS,Russian Federation,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2002,3.458499908
SRB,Serbia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2002,18.005800247
TUR,Turkey,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2002,17.490100861
TKM,Turkmenistan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2002,0.090899996
ALB,Albania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2003,33.751701355
ARM,Armenia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2003,9.809300423
AZE,Azerbaijan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2003,2.944099903
BLR,Belarus,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2003,6.246300220
BIH,Bosnia and Herzegovina,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2003,20.140499115
BGR,Bulgaria,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2003,9.161600113
GEO,Georgia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2003,55.331001282
KAZ,Kazakhstan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2003,2.284300089
XKX,Kosovo,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2003,23.827800751
MDA,Moldova,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2003,5.921000004
MNE,Montenegro,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2003,0
MKD,North Macedonia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2003,17.293300629
ROU,Romania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2003,15.671299934
RUS,Russian Federation,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2003,3.279400110
SRB,Serbia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2003,15.670700073
TUR,Turkey,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2003,16.288999557
TKM,Turkmenistan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2003,0.079000004
ALB,Albania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2004,35.934700012
ARM,Armenia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2004,8.705699921
AZE,Azerbaijan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2004,3.069999933
BLR,Belarus,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2004,6.271200180
BIH,Bosnia and Herzegovina,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2004,20.099599838
BGR,Bulgaria,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2004,9.587100029
GEO,Georgia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2004,54.529499054
KAZ,Kazakhstan,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2004,1.888100028
XKX,Kosovo,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2004,24.138500214
MDA,Moldova,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2004,4.850100040
MNE,Montenegro,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2004,0
MKD,North Macedonia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2004,18.203399658
ROU,Romania,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2004,17.274999619
RUS,Russian Federation,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2004,3.553600073
SRB,Serbia,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2004,14.638799667
TUR,Turkey,Upper middle income,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),Europe & Central Asia,1/1/2004,16.781400681
